ds,rate_of_change,type,station,pollutant
2017-10-16 00:00:00,-0.00940786927489512,ALLVAR,Manchester_Piccadilly,NOx
2017-10-23 00:00:00,-0.006483224940517118,ALLVAR,Manchester_Piccadilly,NOx
2017-10-30 00:00:00,-0.004152818392647362,ALLVAR,Manchester_Piccadilly,NOx
2017-11-06 00:00:00,0.0009121868895221041,ALLVAR,Manchester_Piccadilly,NOx
2017-11-13 00:00:00,0.003944387917968584,ALLVAR,Manchester_Piccadilly,NOx
2017-11-20 00:00:00,0.005700220736216011,ALLVAR,Manchester_Piccadilly,NOx
2017-11-27 00:00:00,0.0048832335541746374,ALLVAR,Manchester_Piccadilly,NOx
2017-12-04 00:00:00,-0.0061219570250585775,ALLVAR,Manchester_Piccadilly,NOx
2017-12-11 00:00:00,-0.022941268859625552,ALLVAR,Manchester_Piccadilly,NOx
2017-12-18 00:00:00,-0.04680107269805944,ALLVAR,Manchester_Piccadilly,NOx
2017-12-25 00:00:00,-0.07538521419994026,ALLVAR,Manchester_Piccadilly,NOx
2018-01-01 00:00:00,-0.10197749233685727,ALLVAR,Manchester_Piccadilly,NOx
2018-01-08 00:00:00,-0.12931988037829711,ALLVAR,Manchester_Piccadilly,NOx
2018-01-15 00:00:00,-0.15574271027281128,ALLVAR,Manchester_Piccadilly,NOx
2018-01-22 00:00:00,-0.1661119352116529,ALLVAR,Manchester_Piccadilly,NOx
2018-01-29 00:00:00,-0.16649638737823125,ALLVAR,Manchester_Piccadilly,NOx
2018-02-05 00:00:00,-0.15844914400060617,ALLVAR,Manchester_Piccadilly,NOx
2018-02-12 00:00:00,-0.13143376832537257,ALLVAR,Manchester_Piccadilly,NOx
2018-02-19 00:00:00,-0.09263376995734518,ALLVAR,Manchester_Piccadilly,NOx
2018-02-26 00:00:00,-0.04858455604618683,ALLVAR,Manchester_Piccadilly,NOx
2018-03-05 00:00:00,-0.007676411945638506,ALLVAR,Manchester_Piccadilly,NOx
2018-03-12 00:00:00,0.017475798653393326,ALLVAR,Manchester_Piccadilly,NOx
2018-03-19 00:00:00,0.018073610153521713,ALLVAR,Manchester_Piccadilly,NOx
2018-03-26 00:00:00,0.016287236758756762,ALLVAR,Manchester_Piccadilly,NOx
2018-04-02 00:00:00,0.011654478177952399,ALLVAR,Manchester_Piccadilly,NOx
2018-04-09 00:00:00,-0.003649130221660357,ALLVAR,Manchester_Piccadilly,NOx
2018-04-16 00:00:00,-0.019928621396431367,ALLVAR,Manchester_Piccadilly,NOx
2018-04-23 00:00:00,-0.0270696435174429,ALLVAR,Manchester_Piccadilly,NOx
2018-04-30 00:00:00,-0.026733136085255182,ALLVAR,Manchester_Piccadilly,NOx
2018-05-07 00:00:00,-0.022374172305624995,ALLVAR,Manchester_Piccadilly,NOx
2018-05-14 00:00:00,-0.0204545529132929,ALLVAR,Manchester_Piccadilly,NOx
2018-05-21 00:00:00,-0.02000108836648451,ALLVAR,Manchester_Piccadilly,NOx
2018-05-28 00:00:00,-0.019310336335308875,ALLVAR,Manchester_Piccadilly,NOx
2018-06-04 00:00:00,-0.019214794357829135,ALLVAR,Manchester_Piccadilly,NOx
2018-06-11 00:00:00,-0.019199381157996243,ALLVAR,Manchester_Piccadilly,NOx
2018-06-18 00:00:00,-0.016520149087881464,ALLVAR,Manchester_Piccadilly,NOx
2018-06-25 00:00:00,-0.015839572452691186,ALLVAR,Manchester_Piccadilly,NOx
2018-07-02 00:00:00,-0.015726577844077383,ALLVAR,Manchester_Piccadilly,NOx
2018-07-09 00:00:00,-0.012217260154727683,ALLVAR,Manchester_Piccadilly,NOx
2018-07-16 00:00:00,-0.009159179915272375,ALLVAR,Manchester_Piccadilly,NOx
2018-07-23 00:00:00,-0.008501454329909564,ALLVAR,Manchester_Piccadilly,NOx
2018-07-30 00:00:00,-0.007448180539299187,ALLVAR,Manchester_Piccadilly,NOx
2018-08-06 00:00:00,-0.007416324428319854,ALLVAR,Manchester_Piccadilly,NOx
2018-08-13 00:00:00,-0.004454062611692677,ALLVAR,Manchester_Piccadilly,NOx
2018-08-20 00:00:00,-0.003059114441086308,ALLVAR,Manchester_Piccadilly,NOx
2018-08-27 00:00:00,-0.004589385506584165,ALLVAR,Manchester_Piccadilly,NOx
2018-09-03 00:00:00,-0.008379023908922534,ALLVAR,Manchester_Piccadilly,NOx
2018-09-10 00:00:00,-0.008393459001332815,ALLVAR,Manchester_Piccadilly,NOx
2018-09-17 00:00:00,-0.009456008647163117,ALLVAR,Manchester_Piccadilly,NOx
2018-09-24 00:00:00,-0.013459068678457697,ALLVAR,Manchester_Piccadilly,NOx
2018-10-01 00:00:00,-0.014099325940300389,ALLVAR,Manchester_Piccadilly,NOx
2018-10-08 00:00:00,-0.015999212362324045,ALLVAR,Manchester_Piccadilly,NOx
2018-10-15 00:00:00,-0.01731041305826153,ALLVAR,Manchester_Piccadilly,NOx
2018-10-22 00:00:00,-0.019133006989811463,ALLVAR,Manchester_Piccadilly,NOx
2018-10-29 00:00:00,-0.01883611598553614,ALLVAR,Manchester_Piccadilly,NOx
2018-11-05 00:00:00,-0.0187874002267705,ALLVAR,Manchester_Piccadilly,NOx
2018-11-12 00:00:00,-0.020480415101658878,ALLVAR,Manchester_Piccadilly,NOx
2018-11-19 00:00:00,-0.021460056318602483,ALLVAR,Manchester_Piccadilly,NOx
2018-11-26 00:00:00,-0.021596139534025838,ALLVAR,Manchester_Piccadilly,NOx
2018-12-03 00:00:00,-0.021743471729415376,ALLVAR,Manchester_Piccadilly,NOx
2018-12-10 00:00:00,-0.02283937348032339,ALLVAR,Manchester_Piccadilly,NOx
2018-12-17 00:00:00,-0.02276172210498828,ALLVAR,Manchester_Piccadilly,NOx
2018-12-24 00:00:00,-0.021746756492603936,ALLVAR,Manchester_Piccadilly,NOx
2018-12-31 00:00:00,-0.011490056671597415,ALLVAR,Manchester_Piccadilly,NOx
2019-01-07 00:00:00,-0.0014705654814122227,ALLVAR,Manchester_Piccadilly,NOx
2019-01-14 00:00:00,0.0021418665774959322,ALLVAR,Manchester_Piccadilly,NOx
2019-01-21 00:00:00,0.0020563499419381515,ALLVAR,Manchester_Piccadilly,NOx
2019-01-28 00:00:00,0.00231746216014983,ALLVAR,Manchester_Piccadilly,NOx
2019-02-04 00:00:00,0.0029448077271254647,ALLVAR,Manchester_Piccadilly,NOx
2019-02-11 00:00:00,0.00470989154946011,ALLVAR,Manchester_Piccadilly,NOx
2019-02-18 00:00:00,0.0066990569496212515,ALLVAR,Manchester_Piccadilly,NOx
2019-02-25 00:00:00,0.010199446317436411,ALLVAR,Manchester_Piccadilly,NOx
2019-03-04 00:00:00,0.01310083561699571,ALLVAR,Manchester_Piccadilly,NOx
2019-03-11 00:00:00,0.015570375294466032,ALLVAR,Manchester_Piccadilly,NOx
2019-03-18 00:00:00,0.01973371709968319,ALLVAR,Manchester_Piccadilly,NOx
2019-03-25 00:00:00,0.019759006734247464,ALLVAR,Manchester_Piccadilly,NOx
2019-04-01 00:00:00,0.019753491147554314,ALLVAR,Manchester_Piccadilly,NOx
2019-04-08 00:00:00,0.015304856506126896,ALLVAR,Manchester_Piccadilly,NOx
2019-04-15 00:00:00,0.012023220627597198,ALLVAR,Manchester_Piccadilly,NOx
2019-04-22 00:00:00,0.012221061066718164,ALLVAR,Manchester_Piccadilly,NOx
2019-04-29 00:00:00,0.012065782865896324,ALLVAR,Manchester_Piccadilly,NOx
2019-05-06 00:00:00,0.012041272024660543,ALLVAR,Manchester_Piccadilly,NOx
2019-05-13 00:00:00,0.012020432613070398,ALLVAR,Manchester_Piccadilly,NOx
2019-05-20 00:00:00,0.010483560438188988,ALLVAR,Manchester_Piccadilly,NOx
2019-05-27 00:00:00,0.00628192484735024,ALLVAR,Manchester_Piccadilly,NOx
2019-06-03 00:00:00,0.00307059003250032,ALLVAR,Manchester_Piccadilly,NOx
2019-06-10 00:00:00,0.0013444501128461184,ALLVAR,Manchester_Piccadilly,NOx
2019-06-17 00:00:00,0.0006926445371462364,ALLVAR,Manchester_Piccadilly,NOx
2019-06-24 00:00:00,-0.0003903829781037871,ALLVAR,Manchester_Piccadilly,NOx
2019-07-01 00:00:00,-0.0005652654543411018,ALLVAR,Manchester_Piccadilly,NOx
2019-07-08 00:00:00,0.0012586849401827749,ALLVAR,Manchester_Piccadilly,NOx
2019-07-15 00:00:00,0.0013074174453322485,ALLVAR,Manchester_Piccadilly,NOx
2019-07-22 00:00:00,0.001127903078554482,ALLVAR,Manchester_Piccadilly,NOx
2019-07-29 00:00:00,0.0010222741180996309,ALLVAR,Manchester_Piccadilly,NOx
2019-08-05 00:00:00,0.0013076325587206838,ALLVAR,Manchester_Piccadilly,NOx
2019-08-12 00:00:00,0.0007470153028563686,ALLVAR,Manchester_Piccadilly,NOx
2019-08-19 00:00:00,-0.008846403028982763,ALLVAR,Manchester_Piccadilly,NOx
2019-08-26 00:00:00,-0.03337882465253017,ALLVAR,Manchester_Piccadilly,NOx
2019-09-02 00:00:00,-0.06609021639138035,ALLVAR,Manchester_Piccadilly,NOx
2019-09-09 00:00:00,-0.09746811229553032,ALLVAR,Manchester_Piccadilly,NOx
2019-09-16 00:00:00,-0.13081448560869546,ALLVAR,Manchester_Piccadilly,NOx
2019-09-23 00:00:00,-0.16337498721815535,ALLVAR,Manchester_Piccadilly,NOx
2019-09-30 00:00:00,-0.19512475650758176,ALLVAR,Manchester_Piccadilly,NOx
2019-10-07 00:00:00,-0.23156800298018965,ALLVAR,Manchester_Piccadilly,NOx
2019-10-14 00:00:00,-0.27028634112947003,ALLVAR,Manchester_Piccadilly,NOx
2019-10-21 00:00:00,-0.3100838717260075,ALLVAR,Manchester_Piccadilly,NOx
2019-10-28 00:00:00,-0.3385188921771345,ALLVAR,Manchester_Piccadilly,NOx
2019-11-04 00:00:00,-0.35044428810965655,ALLVAR,Manchester_Piccadilly,NOx
2019-11-11 00:00:00,-0.3553061959681898,ALLVAR,Manchester_Piccadilly,NOx
2019-11-18 00:00:00,-0.3398216057349188,ALLVAR,Manchester_Piccadilly,NOx
2019-11-25 00:00:00,-0.3077631504598983,ALLVAR,Manchester_Piccadilly,NOx
2019-12-02 00:00:00,-0.27421167706233973,ALLVAR,Manchester_Piccadilly,NOx
2019-12-09 00:00:00,-0.23840306687771573,ALLVAR,Manchester_Piccadilly,NOx
2019-12-16 00:00:00,-0.19610928870550737,ALLVAR,Manchester_Piccadilly,NOx
2019-12-23 00:00:00,-0.14533976681105543,ALLVAR,Manchester_Piccadilly,NOx
2019-12-30 00:00:00,-0.09030803036867496,ALLVAR,Manchester_Piccadilly,NOx
2020-01-06 00:00:00,-0.03788027083924561,ALLVAR,Manchester_Piccadilly,NOx
2020-01-13 00:00:00,-0.0025453935094148505,ALLVAR,Manchester_Piccadilly,NOx
2020-01-20 00:00:00,0.005453630631201634,ALLVAR,Manchester_Piccadilly,NOx
2020-01-27 00:00:00,-0.03776465170918186,ALLVAR,Manchester_Piccadilly,NOx
2020-02-03 00:00:00,-0.1440505194204249,ALLVAR,Manchester_Piccadilly,NOx
2020-02-10 00:00:00,-0.3148429533133523,ALLVAR,Manchester_Piccadilly,NOx
2020-02-17 00:00:00,-0.5344778660520078,ALLVAR,Manchester_Piccadilly,NOx
2020-02-24 00:00:00,-0.776002206145364,ALLVAR,Manchester_Piccadilly,NOx
2020-03-02 00:00:00,-1.0042882680656078,ALLVAR,Manchester_Piccadilly,NOx
2020-03-09 00:00:00,-1.171915807390647,ALLVAR,Manchester_Piccadilly,NOx
2020-03-16 00:00:00,-1.202165480187574,ALLVAR,Manchester_Piccadilly,NOx
2020-03-23 00:00:00,-1.1388548132351772,ALLVAR,Manchester_Piccadilly,NOx
2020-03-30 00:00:00,-0.9720141814730496,ALLVAR,Manchester_Piccadilly,NOx
2020-04-06 00:00:00,-0.7441925296763827,ALLVAR,Manchester_Piccadilly,NOx
2020-04-13 00:00:00,-0.5005653957888185,ALLVAR,Manchester_Piccadilly,NOx
2020-04-20 00:00:00,-0.2755509219146006,ALLVAR,Manchester_Piccadilly,NOx
2020-04-27 00:00:00,-0.0875183411992424,ALLVAR,Manchester_Piccadilly,NOx
2020-05-04 00:00:00,0.05963112867502929,ALLVAR,Manchester_Piccadilly,NOx
2020-05-11 00:00:00,0.17050567916609793,ALLVAR,Manchester_Piccadilly,NOx
2020-05-18 00:00:00,0.24784101392461366,ALLVAR,Manchester_Piccadilly,NOx
2020-05-25 00:00:00,0.29310511781361726,ALLVAR,Manchester_Piccadilly,NOx
2020-06-01 00:00:00,0.3080225061806203,ALLVAR,Manchester_Piccadilly,NOx
2020-06-08 00:00:00,0.29700089723605316,ALLVAR,Manchester_Piccadilly,NOx
2020-06-15 00:00:00,0.2744880553994804,ALLVAR,Manchester_Piccadilly,NOx
2020-06-22 00:00:00,0.22831567580013967,ALLVAR,Manchester_Piccadilly,NOx
2020-06-29 00:00:00,0.1709694850387038,ALLVAR,Manchester_Piccadilly,NOx
2020-07-06 00:00:00,0.11533108050169716,ALLVAR,Manchester_Piccadilly,NOx
2020-07-13 00:00:00,0.06934256587696552,ALLVAR,Manchester_Piccadilly,NOx
2020-07-20 00:00:00,0.037140036932377996,ALLVAR,Manchester_Piccadilly,NOx
2020-07-27 00:00:00,0.030222651863162753,ALLVAR,Manchester_Piccadilly,NOx
2020-08-03 00:00:00,0.029313495163101777,ALLVAR,Manchester_Piccadilly,NOx
2020-08-10 00:00:00,0.03560639691848877,ALLVAR,Manchester_Piccadilly,NOx
2020-08-17 00:00:00,0.03681964678624894,ALLVAR,Manchester_Piccadilly,NOx
2020-08-24 00:00:00,0.037023524556985876,ALLVAR,Manchester_Piccadilly,NOx
2020-08-31 00:00:00,0.03663373771650669,ALLVAR,Manchester_Piccadilly,NOx
2020-09-07 00:00:00,0.03083805475160517,ALLVAR,Manchester_Piccadilly,NOx
2020-09-14 00:00:00,0.026101451304874956,ALLVAR,Manchester_Piccadilly,NOx
2020-09-21 00:00:00,0.020046009428391187,ALLVAR,Manchester_Piccadilly,NOx
2020-09-28 00:00:00,0.00848394104432515,ALLVAR,Manchester_Piccadilly,NOx
2020-10-05 00:00:00,-0.005188206675761364,ALLVAR,Manchester_Piccadilly,NOx
2020-10-12 00:00:00,-0.019582313598533574,ALLVAR,Manchester_Piccadilly,NOx
2020-10-19 00:00:00,-0.03164827559900374,ALLVAR,Manchester_Piccadilly,NOx
2020-10-26 00:00:00,-0.03893127946189168,ALLVAR,Manchester_Piccadilly,NOx
2020-11-02 00:00:00,-0.04197321756508643,ALLVAR,Manchester_Piccadilly,NOx
2020-11-09 00:00:00,-0.04443471207088123,ALLVAR,Manchester_Piccadilly,NOx
2020-11-16 00:00:00,-0.050674329679679886,ALLVAR,Manchester_Piccadilly,NOx
2020-11-23 00:00:00,-0.06374769909790245,ALLVAR,Manchester_Piccadilly,NOx
2020-11-30 00:00:00,-0.08554976900907008,ALLVAR,Manchester_Piccadilly,NOx
2020-12-07 00:00:00,-0.11464273257596602,ALLVAR,Manchester_Piccadilly,NOx
2020-12-14 00:00:00,-0.13211715617831743,ALLVAR,Manchester_Piccadilly,NOx
2020-12-21 00:00:00,-0.1328343797789202,ALLVAR,Manchester_Piccadilly,NOx
2020-12-28 00:00:00,-0.13254937698322067,ALLVAR,Manchester_Piccadilly,NOx
2021-01-04 00:00:00,-0.12941198447210667,ALLVAR,Manchester_Piccadilly,NOx
2021-01-11 00:00:00,-0.1278027895820273,ALLVAR,Manchester_Piccadilly,NOx
2021-01-18 00:00:00,-0.12786290876737638,ALLVAR,Manchester_Piccadilly,NOx
2021-01-25 00:00:00,-0.12633286386439835,ALLVAR,Manchester_Piccadilly,NOx
2021-02-01 00:00:00,-0.11640265323914889,ALLVAR,Manchester_Piccadilly,NOx
2021-02-08 00:00:00,-0.08968128888014348,ALLVAR,Manchester_Piccadilly,NOx
2021-02-15 00:00:00,-0.04216488221277359,ALLVAR,Manchester_Piccadilly,NOx
2021-02-22 00:00:00,0.0204949199937019,ALLVAR,Manchester_Piccadilly,NOx
2021-03-01 00:00:00,0.08607135589151227,ALLVAR,Manchester_Piccadilly,NOx
2021-03-08 00:00:00,0.1394835267686858,ALLVAR,Manchester_Piccadilly,NOx
2021-03-15 00:00:00,0.16858374134864818,ALLVAR,Manchester_Piccadilly,NOx
2021-03-22 00:00:00,0.16804749958177467,ALLVAR,Manchester_Piccadilly,NOx
2021-03-29 00:00:00,0.16685691948848813,ALLVAR,Manchester_Piccadilly,NOx
2021-04-05 00:00:00,0.1578564959123554,ALLVAR,Manchester_Piccadilly,NOx
2021-04-12 00:00:00,0.13306113874295278,ALLVAR,Manchester_Piccadilly,NOx
2021-04-19 00:00:00,0.10141702707276323,ALLVAR,Manchester_Piccadilly,NOx
2021-04-26 00:00:00,0.0699612690995508,ALLVAR,Manchester_Piccadilly,NOx
2021-05-03 00:00:00,0.04373141984173401,ALLVAR,Manchester_Piccadilly,NOx
2021-05-10 00:00:00,0.02440021896044442,ALLVAR,Manchester_Piccadilly,NOx
2021-05-17 00:00:00,0.010519846314629433,ALLVAR,Manchester_Piccadilly,NOx
2021-05-24 00:00:00,0.0017820129980563593,ALLVAR,Manchester_Piccadilly,NOx
2021-05-31 00:00:00,-0.0016477507192078633,ALLVAR,Manchester_Piccadilly,NOx
2021-06-07 00:00:00,-0.0033247149586941305,ALLVAR,Manchester_Piccadilly,NOx
2021-06-14 00:00:00,-0.005759018165441887,ALLVAR,Manchester_Piccadilly,NOx
2021-06-21 00:00:00,-0.006483169936402078,ALLVAR,Manchester_Piccadilly,NOx
2021-06-28 00:00:00,-0.0077595951188627055,ALLVAR,Manchester_Piccadilly,NOx
2021-07-05 00:00:00,-0.007922639499994943,ALLVAR,Manchester_Piccadilly,NOx
2021-07-12 00:00:00,-0.008113931583729084,ALLVAR,Manchester_Piccadilly,NOx
2021-07-19 00:00:00,-0.009271453065338164,ALLVAR,Manchester_Piccadilly,NOx
2021-07-26 00:00:00,-0.009528156261879417,ALLVAR,Manchester_Piccadilly,NOx
2021-08-02 00:00:00,-0.012106494766513265,ALLVAR,Manchester_Piccadilly,NOx
2021-08-09 00:00:00,-0.012888853181763693,ALLVAR,Manchester_Piccadilly,NOx
2021-08-16 00:00:00,-0.012913426865104327,ALLVAR,Manchester_Piccadilly,NOx
2021-08-23 00:00:00,-0.012124135100194167,ALLVAR,Manchester_Piccadilly,NOx
2021-08-30 00:00:00,-0.011767452587299942,ALLVAR,Manchester_Piccadilly,NOx
2021-09-06 00:00:00,-0.010400928387980457,ALLVAR,Manchester_Piccadilly,NOx
2021-09-13 00:00:00,-0.010376369551934772,ALLVAR,Manchester_Piccadilly,NOx
2021-09-20 00:00:00,-0.00955437561621153,ALLVAR,Manchester_Piccadilly,NOx
2021-09-27 00:00:00,-0.006656540552540946,ALLVAR,Manchester_Piccadilly,NOx
2021-10-04 00:00:00,-0.001047097512525852,ALLVAR,Manchester_Piccadilly,NOx
2021-10-11 00:00:00,0.0058719378713476544,ALLVAR,Manchester_Piccadilly,NOx
2021-10-18 00:00:00,0.01058097450579254,ALLVAR,Manchester_Piccadilly,NOx
2021-10-25 00:00:00,0.01779856172124994,ALLVAR,Manchester_Piccadilly,NOx
2021-11-01 00:00:00,0.01929129670901375,ALLVAR,Manchester_Piccadilly,NOx
